dmu,value
El Salvador_1978,56.400000000000006
Serbia_1978,NA
Sao Tome and Principe_1978,NA
Suriname_1978,4.93
Slovakia_1978,NA
Slovenia_1978,NA
Sweden_1978,0.974
Seychelles_1978,NA
Thailand_1978,28.227272727272727
Tajikistan_1978,NA
Turkmenistan_1978,NA
Trinidad and Tobago_1978,NA
Tunisia_1978,NA
Turkey_1978,NA
Ukraine_1978,NA
Uruguay_1978,1.99
United States_1978,9.17
USSR_1978,NA
Uzbekistan_1978,NA
Saint Vincent and the Grenadines_1978,10
Venezuela_1978,10.9
United States Virgin Islands_1978,NA
Yugoslavia_1978,2.21
South Africa_1978,NA
Albania_1979,NA
Argentina_1979,3.55
Armenia_1979,NA
Antigua and Barbuda_1979,NA
Australia_1979,1.86
Austria_1979,1.32
Azerbaijan_1979,NA
Belgium_1979,1.62
Bulgaria_1979,2.19
Bahrain_1979,NA
Bahamas_1979,20.2
Bosnia and Herzegovina_1979,NA
Belarus_1979,NA
Belize_1979,NA
Bermuda_1979,2.9400000000000004
Brazil_1979,10.5
Barbados_1979,3.72
Brunei_1979,NA
Canada_1979,2.42
Switzerland_1979,0.951
Czechoslovakia_1979,1.09
Chile_1979,2.73
Colombia_1979,NA
Costa Rica_1979,4.7
Cuba_1979,NA
Cayman Islands_1979,NA
Cyprus_1979,NA
Czechia_1979,NA
Germany_1979,NA
East Germany_1979,NA
West Germany_1979,1.13
Dominica_1979,6.43
Denmark_1979,1.03
Dominican Republic_1979,6.01
Ecuador_1979,7.08
Egypt_1979,NA
Spain_1979,1.07
Estonia_1979,NA
Finland_1979,2.52
France_1979,1.08
United Kingdom_1979,1.25
Georgia_1979,NA
Guadeloupe_1979,NA
Greece_1979,0.683
Grenada_1979,NA
Guatemala_1979,3.04
French Guiana_1979,1.85
Guyana_1979,0.33
Hong Kong_1979,1.08
Croatia_1979,NA
Hungary_1979,2.17
Ireland_1979,0.908
Iceland_1979,1.75
Israel_1979,1.93
Italy_1979,1.59
Jamaica_1979,NA
Jordan_1979,NA
Japan_1979,1.03
Kazakhstan_1979,NA
Kyrgyzstan_1979,NA
Saint Kitts and Nevis_1979,NA
South Korea_1979,NA
Kuwait_1979,0.49
Saint Lucia_1979,1.03
Sri Lanka_1979,NA
Lithuania_1979,NA
Luxembourg_1979,1.71
Latvia_1979,NA
Moldova_1979,NA
Mexico_1979,21.55
North Macedonia_1979,NA
Malta_1979,1.06
Montenegro_1979,NA
Mongolia_1979,NA
Martinique_1979,NA
Mauritius_1979,2.71
Malaysia_1979,NA
Nicaragua_1979,NA
Netherlands_1979,0.865
Norway_1979,0.896
New Zealand_1979,1.63
Oman_1979,NA
Panama_1979,2.7
Peru_1979,2.324
Philippines_1979,0.9533333333333334
Poland_1979,1.01
Puerto Rico_1979,16.9
Portugal_1979,1.59
Qatar_1979,NA
Reunion_1979,NA
Romania_1979,NA
Russia_1979,NA
Serbia and Montenegro_1979,NA
Singapore_1979,1.53
El Salvador_1979,59.225
Serbia_1979,NA
Sao Tome and Principe_1979,NA
Suriname_1979,4.285
Slovakia_1979,NA
Slovenia_1979,NA
Sweden_1979,1.39
Seychelles_1979,NA
Thailand_1979,29.063636363636363
Tajikistan_1979,NA
Turkmenistan_1979,NA
Trinidad and Tobago_1979,NA
Tunisia_1979,NA
Turkey_1979,NA
Ukraine_1979,NA
Uruguay_1979,2.34
United States_1979,9.76
USSR_1979,NA
Uzbekistan_1979,NA
Saint Vincent and the Grenadines_1979,9.654285714285715
Venezuela_1979,11.3
United States Virgin Islands_1979,NA
Yugoslavia_1979,2.12
South Africa_1979,NA
Albania_1980,NA
Argentina_1980,3.51
Armenia_1980,NA
Antigua and Barbuda_1980,NA
Australia_1980,1.91
Austria_1980,1.21
Azerbaijan_1980,NA
Belgium_1980,1.45
Bulgaria_1980,2.43
Bahrain_1980,NA
Bahamas_1980,14.1
Bosnia and Herzegovina_1980,NA
Belarus_1980,NA
Belize_1980,NA
Bermuda_1980,4.29
Brazil_1980,12.6
Barbados_1980,6.19
Brunei_1980,NA
Canada_1980,2.02
Switzerland_1980,0.999
Czechoslovakia_1980,1.13
Chile_1980,2.76
Colombia_1980,NA
Costa Rica_1980,6.23
Cuba_1980,NA
Cayman Islands_1980,NA
Cyprus_1980,NA
Czechia_1980,NA
Germany_1980,NA
East Germany_1980,NA
West Germany_1980,1.17
Dominica_1980,4.755
Denmark_1980,1.35
Dominican Republic_1980,4.95
Ecuador_1980,7.88
Egypt_1980,NA
Spain_1980,1.02
Estonia_1980,NA
Finland_1980,3.2
France_1980,0.976
United Kingdom_1980,0.979
Georgia_1980,NA
Guadeloupe_1980,NA
Greece_1980,0.69
Grenada_1980,NA
Guatemala_1980,3.292
French Guiana_1980,NA
Guyana_1980,0.3222
Hong Kong_1980,1.71
Croatia_1980,NA
Hungary_1980,2.48
Ireland_1980,0.76
Iceland_1980,0.759
Israel_1980,1.9
Italy_1980,1.87
Jamaica_1980,NA
Jordan_1980,NA
Japan_1980,0.951
Kazakhstan_1980,NA
Kyrgyzstan_1980,NA
Saint Kitts and Nevis_1980,NA
South Korea_1980,NA
Kuwait_1980,0.987
Saint Lucia_1980,1.865
Sri Lanka_1980,2.79
Lithuania_1980,NA
Luxembourg_1980,1.78
Latvia_1980,5.57
Moldova_1980,NA
Mexico_1980,22.275
North Macedonia_1980,NA
Malta_1980,1.03
Montenegro_1980,NA
Mongolia_1980,NA
Martinique_1980,NA
Mauritius_1980,1.87
Malaysia_1980,NA
Nicaragua_1980,NA
Netherlands_1980,0.776
Norway_1980,1.14
New Zealand_1980,1.3
Oman_1980,NA
Panama_1980,2.48
Peru_1980,2.3729999999999998
Philippines_1980,0.7291666666666665
Poland_1980,1.115
Puerto Rico_1980,16.1
Portugal_1980,1.31
Qatar_1980,NA
Reunion_1980,NA
Romania_1980,NA
Russia_1980,12.3
Serbia and Montenegro_1980,NA
Singapore_1980,2.28
El Salvador_1980,62.050000000000004
Serbia_1980,NA
Sao Tome and Principe_1980,NA
Suriname_1980,3.6399999999999997
Slovakia_1980,NA
Slovenia_1980,NA
Sweden_1980,1.19
Seychelles_1980,NA
Thailand_1980,29.9
Tajikistan_1980,NA
Turkmenistan_1980,NA
Trinidad and Tobago_1980,2.46
Tunisia_1980,NA
Turkey_1980,NA
Ukraine_1980,NA
Uruguay_1980,2.69
United States_1980,10.3
USSR_1980,NA
Uzbekistan_1980,NA
Saint Vincent and the Grenadines_1980,9.308571428571428
Venezuela_1980,13.3
United States Virgin Islands_1980,29.7
Yugoslavia_1980,1.71
South Africa_1980,NA
Albania_1981,NA
Argentina_1981,4.01
Armenia_1981,1.98
Antigua and Barbuda_1981,NA
Australia_1981,1.9
Austria_1981,1.25
Azerbaijan_1981,4.1
Belgium_1981,1.29
Bulgaria_1981,3.16
Bahrain_1981,NA
Bahamas_1981,9.74
Bosnia and Herzegovina_1981,NA
Belarus_1981,4.73
Belize_1981,NA
Bermuda_1981,4.1033333333333335
Brazil_1981,13.5
Barbados_1981,4.89
Brunei_1981,NA
Canada_1981,2.26
Switzerland_1981,1.16
Czechoslovakia_1981,1.09
Chile_1981,3.25
Colombia_1981,NA
Costa Rica_1981,5.96
Cuba_1981,NA
Cayman Islands_1981,NA
Cyprus_1981,NA
Czechia_1981,NA
Germany_1981,NA
East Germany_1981,NA
West Germany_1981,1.27
Dominica_1981,3.08
Denmark_1981,1.37
Dominican Republic_1981,5.78
Ecuador_1981,9.29
Egypt_1981,NA
Spain_1981,0.867
Estonia_1981,8.05
Finland_1981,2.61
France_1981,0.994
United Kingdom_1981,0.678
Georgia_1981,3.11
Guadeloupe_1981,NA
Greece_1981,0.804
Grenada_1981,NA
Guatemala_1981,3.5439999999999996
French Guiana_1981,NA
Guyana_1981,0.3144
Hong Kong_1981,2.08
Croatia_1981,NA
Hungary_1981,2.48
Ireland_1981,1.94
Iceland_1981,1.59
Israel_1981,2.04
Italy_1981,1.9
Jamaica_1981,NA
Jordan_1981,NA
Japan_1981,0.984
Kazakhstan_1981,10.8
Kyrgyzstan_1981,9
Saint Kitts and Nevis_1981,NA
South Korea_1981,NA
Kuwait_1981,0.414
Saint Lucia_1981,2.7
Sri Lanka_1981,3.54
Lithuania_1981,6.61
Luxembourg_1981,1.31
Latvia_1981,6.65
Moldova_1981,9.65
Mexico_1981,23
North Macedonia_1981,NA
Malta_1981,1.75
Montenegro_1981,NA
Mongolia_1981,NA
Martinique_1981,NA
Mauritius_1981,0.896
Malaysia_1981,NA
Nicaragua_1981,NA
Netherlands_1981,0.814
Norway_1981,1.4
New Zealand_1981,1.33
Oman_1981,NA
Panama_1981,2.67
Peru_1981,2.422
Philippines_1981,0.505
Poland_1981,1.22
Puerto Rico_1981,17.5
Portugal_1981,1.24
Qatar_1981,NA
Reunion_1981,NA
Romania_1981,NA
Russia_1981,12.3
Serbia and Montenegro_1981,NA
Singapore_1981,1.7
El Salvador_1981,64.875
Serbia_1981,NA
Sao Tome and Principe_1981,NA
Suriname_1981,2.995
Slovakia_1981,NA
Slovenia_1981,NA
Sweden_1981,1.47
Seychelles_1981,NA
Thailand_1981,NA
Tajikistan_1981,3.62
Turkmenistan_1981,8.63
Trinidad and Tobago_1981,3.93
Tunisia_1981,NA
Turkey_1981,NA
Ukraine_1981,5.96
Uruguay_1981,3.25
United States_1981,9.95
USSR_1981,NA
Uzbekistan_1981,5.73
Saint Vincent and the Grenadines_1981,8.962857142857143
Venezuela_1981,11
United States Virgin Islands_1981,NA
Yugoslavia_1981,2.23
South Africa_1981,NA
Albania_1982,NA
Argentina_1982,4.19
Armenia_1982,2.23
Antigua and Barbuda_1982,NA
Australia_1982,2
Austria_1982,1.53
Azerbaijan_1982,3.6
Belgium_1982,1.38
Bulgaria_1982,3.14
Bahrain_1982,NA
Bahamas_1982,7.29
Bosnia and Herzegovina_1982,NA
Belarus_1982,5.76
Belize_1982,NA
Bermuda_1982,3.9166666666666665
Brazil_1982,13.6
Barbados_1982,5.16
Brunei_1982,NA
Canada_1982,2.36
Switzerland_1982,1.31
Czechoslovakia_1982,1.14
Chile_1982,3.45
Colombia_1982,NA
Costa Rica_1982,5.6
Cuba_1982,NA
Cayman Islands_1982,NA
Cyprus_1982,NA
Czechia_1982,NA
Germany_1982,NA
East Germany_1982,NA
West Germany_1982,1.25
Dominica_1982,2.39
Denmark_1982,1.02
Dominican Republic_1982,6.62
Ecuador_1982,10.7
Egypt_1982,NA
Spain_1982,0.808
Estonia_1982,7.85
Finland_1982,2.69
France_1982,1.11
United Kingdom_1982,0.94
Georgia_1982,2.36
Guadeloupe_1982,NA
Greece_1982,0.884
Grenada_1982,NA
Guatemala_1982,3.7959999999999994
French Guiana_1982,NA
Guyana_1982,0.3066
Hong Kong_1982,1.91
Croatia_1982,NA
Hungary_1982,2.35
Ireland_1982,0.654
Iceland_1982,1.181
Israel_1982,1.85
Italy_1982,2.09
Jamaica_1982,NA
Jordan_1982,NA
Japan_1982,0.926
Kazakhstan_1982,10.4
Kyrgyzstan_1982,8.17
Saint Kitts and Nevis_1982,NA
South Korea_1982,NA
Kuwait_1982,0.471
Saint Lucia_1982,3.535
Sri Lanka_1982,4.12
Lithuania_1982,6.36
Luxembourg_1982,2.54
Latvia_1982,5.76
Moldova_1982,9.53
Mexico_1982,23.7
North Macedonia_1982,NA
Malta_1982,1.33
Montenegro_1982,NA
Mongolia_1982,NA
Martinique_1982,NA
Mauritius_1982,1.75
Malaysia_1982,NA
Nicaragua_1982,NA
Netherlands_1982,0.829
Norway_1982,1.06
New Zealand_1982,1.34
Oman_1982,NA
Panama_1982,2.78
Peru_1982,2.471
Philippines_1982,NA
Poland_1982,1.325
Puerto Rico_1982,16.8
Portugal_1982,1.27
Qatar_1982,NA
Reunion_1982,NA
Romania_1982,NA
Russia_1982,12
Serbia and Montenegro_1982,NA
Singapore_1982,1.48
El Salvador_1982,67.7
Serbia_1982,NA
Sao Tome and Principe_1982,NA
Suriname_1982,2.35
Slovakia_1982,NA
Slovenia_1982,NA
Sweden_1982,1.28
Seychelles_1982,NA
Thailand_1982,NA
Tajikistan_1982,4.07
Turkmenistan_1982,6.45
Trinidad and Tobago_1982,3.2
Tunisia_1982,NA
Turkey_1982,NA
Ukraine_1982,5.99
Uruguay_1982,3.15
United States_1982,9.27
USSR_1982,9.34
Uzbekistan_1982,5.8
Saint Vincent and the Grenadines_1982,8.617142857142857
Venezuela_1982,12.8
United States Virgin Islands_1982,NA
Yugoslavia_1982,2.14
South Africa_1982,NA
Albania_1983,NA
Argentina_1983,4.2
Armenia_1983,2.026666666666667
Antigua and Barbuda_1983,NA
Australia_1983,1.78
Austria_1983,1.72
Azerbaijan_1983,3.3533333333333335
Belgium_1983,1.72
Bulgaria_1983,2.71
Bahrain_1983,NA
Bahamas_1983,4.84
Bosnia and Herzegovina_1983,NA
Belarus_1983,5.3566666666666665
Belize_1983,NA
Bermuda_1983,3.73
Brazil_1983,14.4
Barbados_1983,6.03
Brunei_1983,NA
Canada_1983,2.32
Switzerland_1983,1.4
Czechoslovakia_1983,1.35
Chile_1983,3.49
Colombia_1983,NA
Costa Rica_1983,4.12
Cuba_1983,NA
Cayman Islands_1983,NA
Cyprus_1983,NA
Czechia_1983,NA
Germany_1983,NA
East Germany_1983,NA
West Germany_1983,1.22
Dominica_1983,1.9
Denmark_1983,1.17
Dominican Republic_1983,7.55
Ecuador_1983,11.5
Egypt_1983,NA
Spain_1983,1.04
Estonia_1983,7.443333333333333
Finland_1983,2.84
France_1983,1.25
United Kingdom_1983,0.887
Georgia_1983,2.3466666666666667
Guadeloupe_1983,NA
Greece_1983,0.79
Grenada_1983,NA
Guatemala_1983,4.048
French Guiana_1983,NA
Guyana_1983,0.2988
Hong Kong_1983,1.38
Croatia_1983,NA
Hungary_1983,2.4
Ireland_1983,0.835
Iceland_1983,0.772
Israel_1983,2.14
Italy_1983,1.91
Jamaica_1983,2.95
Jordan_1983,NA
Japan_1983,0.998
Kazakhstan_1983,9.83
Kyrgyzstan_1983,7.57
Saint Kitts and Nevis_1983,NA
South Korea_1983,NA
Kuwait_1983,0.88
Saint Lucia_1983,4.37
Sri Lanka_1983,7.72
Lithuania_1983,6.233333333333333
Luxembourg_1983,1.57
Latvia_1983,6.23
Moldova_1983,8.91
Mexico_1983,22.9
North Macedonia_1983,NA
Malta_1983,0.818
Montenegro_1983,NA
Mongolia_1983,NA
Martinique_1983,NA
Mauritius_1983,1.26
Malaysia_1983,NA
Nicaragua_1983,NA
Netherlands_1983,0.933
Norway_1983,1.28
New Zealand_1983,1.61
Oman_1983,NA
Panama_1983,2.63
Peru_1983,2.52
Philippines_1983,NA
Poland_1983,1.43
Puerto Rico_1983,13.9
Portugal_1983,1.54
Qatar_1983,NA
Reunion_1983,NA
Romania_1983,NA
Russia_1983,11.333333333333334
Serbia and Montenegro_1983,NA
Singapore_1983,2.34
El Salvador_1983,54.8
Serbia_1983,NA
Sao Tome and Principe_1983,NA
Suriname_1983,6.325000000000001
Slovakia_1983,NA
Slovenia_1983,NA
Sweden_1983,1.18
Seychelles_1983,NA
Thailand_1983,NA
Tajikistan_1983,3.686666666666667
Turkmenistan_1983,6.13
Trinidad and Tobago_1983,5.64
Tunisia_1983,NA
Turkey_1983,NA
Ukraine_1983,5.566666666666666
Uruguay_1983,2.25
United States_1983,8.26
USSR_1983,9.07
Uzbekistan_1983,5.423333333333333
Saint Vincent and the Grenadines_1983,8.271428571428572
Venezuela_1983,14.5
United States Virgin Islands_1983,NA
Yugoslavia_1983,1.93
South Africa_1983,NA
Albania_1984,NA
Argentina_1984,4.93
Armenia_1984,1.8233333333333335
Antigua and Barbuda_1984,NA
Australia_1984,2.01
Austria_1984,1.73
Azerbaijan_1984,3.1066666666666665
Belgium_1984,1.66
Bulgaria_1984,2.98
Bahrain_1984,NA
Bahamas_1984,11
Bosnia and Herzegovina_1984,NA
Belarus_1984,4.953333333333333
Belize_1984,NA
Bermuda_1984,NA
Brazil_1984,15.7
Barbados_1984,5.11
Brunei_1984,NA
Canada_1984,2.24
Switzerland_1984,0.936
Czechoslovakia_1984,1.11
Chile_1984,3.53
Colombia_1984,35.9
Costa Rica_1984,5.2
Cuba_1984,NA
Cayman Islands_1984,NA
Cyprus_1984,NA
Czechia_1984,NA
Germany_1984,NA
East Germany_1984,NA
West Germany_1984,1.24
Dominica_1984,1.41
Denmark_1984,1.06
Dominican Republic_1984,5.66
Ecuador_1984,12.3
Egypt_1984,NA
Spain_1984,1.18
Estonia_1984,7.036666666666666
Finland_1984,2.62
France_1984,1.31
United Kingdom_1984,0.911
Georgia_1984,2.333333333333333
Guadeloupe_1984,NA
Greece_1984,0.888
Grenada_1984,NA
Guatemala_1984,4.3
French Guiana_1984,NA
Guyana_1984,0.291
Hong Kong_1984,1.7
Croatia_1984,NA
Hungary_1984,2.45
Ireland_1984,0.602
Iceland_1984,0.452
Israel_1984,1.6
Italy_1984,1.62
Jamaica_1984,1.45
Jordan_1984,NA
Japan_1984,0.968
Kazakhstan_1984,9.26
Kyrgyzstan_1984,6.970000000000001
Saint Kitts and Nevis_1984,NA
South Korea_1984,NA
Kuwait_1984,2.57
Saint Lucia_1984,3.9533333333333336
Sri Lanka_1984,6.35
Lithuania_1984,6.106666666666667
Luxembourg_1984,1.83
Latvia_1984,5.79
Moldova_1984,8.29
Mexico_1984,23.4
North Macedonia_1984,NA
Malta_1984,0.324
Montenegro_1984,NA
Mongolia_1984,NA
Martinique_1984,NA
Mauritius_1984,1.81
Malaysia_1984,NA
Nicaragua_1984,NA
Netherlands_1984,0.929
Norway_1984,1.05
New Zealand_1984,1.18
Oman_1984,NA
Panama_1984,3.48
Peru_1984,NA
Philippines_1984,NA
Poland_1984,1.76
Puerto Rico_1984,15.2
Portugal_1984,1.72
Qatar_1984,NA
Reunion_1984,NA
Romania_1984,NA
Russia_1984,10.666666666666666
Serbia and Montenegro_1984,NA
Singapore_1984,2.76
El Salvador_1984,43.9
Serbia_1984,NA
Sao Tome and Principe_1984,NA
Suriname_1984,10.3
Slovakia_1984,NA
Slovenia_1984,NA
Sweden_1984,1.1
Seychelles_1984,NA
Thailand_1984,NA
Tajikistan_1984,3.3033333333333337
Turkmenistan_1984,5.8100000000000005
Trinidad and Tobago_1984,5.98
Tunisia_1984,NA
Turkey_1984,NA
Ukraine_1984,5.1433333333333335
Uruguay_1984,2.51
United States_1984,7.98
USSR_1984,8.72
Uzbekistan_1984,5.046666666666667
Saint Vincent and the Grenadines_1984,7.925714285714285
Venezuela_1984,12.5
United States Virgin Islands_1984,NA
Yugoslavia_1984,1.87
South Africa_1984,NA
Albania_1985,NA
Argentina_1985,5.1
Armenia_1985,1.62
Antigua and Barbuda_1985,NA
Australia_1985,1.98
Austria_1985,1.44
Azerbaijan_1985,2.86
Belgium_1985,1.93
Bulgaria_1985,3.03
Bahrain_1985,0.192
Bahamas_1985,14.6
Bosnia and Herzegovina_1985,0.0868
Belarus_1985,4.55
Belize_1985,NA
Bermuda_1985,NA
Brazil_1985,15.3
Barbados_1985,7.71
Brunei_1985,NA
Canada_1985,2.04
Switzerland_1985,1.56
Czechoslovakia_1985,1.24
Chile_1985,3.45
Colombia_1985,45
Costa Rica_1985,5.39
Cuba_1985,NA
Cayman Islands_1985,NA
Cyprus_1985,NA
Czechia_1985,NA
Germany_1985,NA
East Germany_1985,NA
West Germany_1985,1.17
Dominica_1985,1.28
Denmark_1985,1.46
Dominican Republic_1985,6.85
Ecuador_1985,11.9
Egypt_1985,NA
Spain_1985,1.05
Estonia_1985,6.63
Finland_1985,2.58
France_1985,1.22
United Kingdom_1985,0.841
Georgia_1985,2.32
Guadeloupe_1985,NA
Greece_1985,1.01
Grenada_1985,NA
Guatemala_1985,NA
French Guiana_1985,NA
Guyana_1985,NA
Hong Kong_1985,1.46
Croatia_1985,2.26
Hungary_1985,2.56
Ireland_1985,0.709
Iceland_1985,1.18
Israel_1985,2.32
Italy_1985,1.45
Jamaica_1985,1.35
Jordan_1985,NA
Japan_1985,0.845
Kazakhstan_1985,8.69
Kyrgyzstan_1985,6.37
Saint Kitts and Nevis_1985,3.97
South Korea_1985,0.997
Kuwait_1985,2.23
Saint Lucia_1985,3.536666666666667
Sri Lanka_1985,7.99
Lithuania_1985,5.98
Luxembourg_1985,1.48
Latvia_1985,5.11
Moldova_1985,7.67
Mexico_1985,23.9
North Macedonia_1985,NA
Malta_1985,0.4245
Montenegro_1985,NA
Mongolia_1985,NA
Martinique_1985,4.06
Mauritius_1985,0.646
Malaysia_1985,NA
Nicaragua_1985,NA
Netherlands_1985,0.873
Norway_1985,0.97
New Zealand_1985,1.96
Oman_1985,NA
Panama_1985,5.87
Peru_1985,NA
Philippines_1985,NA
Poland_1985,1.52
Puerto Rico_1985,18
Portugal_1985,1.4
Qatar_1985,NA
Reunion_1985,NA
Romania_1985,NA
Russia_1985,10
Serbia and Montenegro_1985,NA
Singapore_1985,2.24
El Salvador_1985,43.8375
Serbia_1985,NA
Sao Tome and Principe_1985,2.73
Suriname_1985,8.18
Slovakia_1985,NA
Slovenia_1985,1.87
Sweden_1985,1.25
Seychelles_1985,11.9
Thailand_1985,NA
Tajikistan_1985,2.92
Turkmenistan_1985,5.49
Trinidad and Tobago_1985,9.82
Tunisia_1985,NA
Turkey_1985,NA
Ukraine_1985,4.72
Uruguay_1985,2.67
United States_1985,7.93
USSR_1985,7.69
Uzbekistan_1985,4.67
Saint Vincent and the Grenadines_1985,7.58
Venezuela_1985,10.5
United States Virgin Islands_1985,NA
Yugoslavia_1985,1.68
South Africa_1985,NA
Albania_1986,NA
Argentina_1986,5.89
Armenia_1986,1.5
Antigua and Barbuda_1986,NA
Australia_1986,1.94
Austria_1986,1.32
Azerbaijan_1986,3.5
Belgium_1986,2.09
Bulgaria_1986,2.77
Bahrain_1986,0.6859999999999999
Bahamas_1986,12.09
Bosnia and Herzegovina_1986,0.131
Belarus_1986,3.95
Belize_1986,NA
Bermuda_1986,NA
Brazil_1986,15.7
Barbados_1986,3.79
Brunei_1986,NA
Canada_1986,1.97
Switzerland_1986,0.995
Czechoslovakia_1986,1.11
Chile_1986,3.22
Colombia_1986,51.3
Costa Rica_1986,4.34
Cuba_1986,NA
Cayman Islands_1986,NA
Cyprus_1986,NA
Czechia_1986,1.06
Germany_1986,NA
East Germany_1986,NA
West Germany_1986,1.19
Dominica_1986,NA
Denmark_1986,1.29
Dominican Republic_1986,NA
Ecuador_1986,13.2
Egypt_1986,NA
Spain_1986,1.03
Estonia_1986,5.87
Finland_1986,3.14
France_1986,1.15
United Kingdom_1986,0.821
Georgia_1986,1.96
Guadeloupe_1986,NA
Greece_1986,0.907
Grenada_1986,NA
Guatemala_1986,NA
French Guiana_1986,NA
Guyana_1986,NA
Hong Kong_1986,1.19
Croatia_1986,2.29
Hungary_1986,2.68
Ireland_1986,0.86
Iceland_1986,1.19
Israel_1986,1.94
Italy_1986,1.21
Jamaica_1986,NA
Jordan_1986,NA
Japan_1986,0.852
Kazakhstan_1986,6.03
Kyrgyzstan_1986,3.43
Saint Kitts and Nevis_1986,5.496
South Korea_1986,1
Kuwait_1986,0.722
Saint Lucia_1986,3.12
Sri Lanka_1986,7.92
Lithuania_1986,4.81
Luxembourg_1986,1.87
Latvia_1986,4.27
Moldova_1986,6.03
Mexico_1986,24.7
North Macedonia_1986,NA
Malta_1986,0.525
Montenegro_1986,NA
Mongolia_1986,NA
Martinique_1986,NA
Mauritius_1986,0.762
Malaysia_1986,NA
Nicaragua_1986,NA
Netherlands_1986,0.98
Norway_1986,1.55
New Zealand_1986,2.25
Oman_1986,NA
Panama_1986,6.41
Peru_1986,NA
Philippines_1986,NA
Poland_1986,1.56
Puerto Rico_1986,21.5
Portugal_1986,1.4
Qatar_1986,NA
Reunion_1986,NA
Romania_1986,NA
Russia_1986,7.1
Serbia and Montenegro_1986,NA
Singapore_1986,2.15
El Salvador_1986,43.775
Serbia_1986,NA
Sao Tome and Principe_1986,3.315
Suriname_1986,7.508
Slovakia_1986,NA
Slovenia_1986,1.61
Sweden_1986,1.41
Seychelles_1986,5.34
Thailand_1986,NA
Tajikistan_1986,1.44
Turkmenistan_1986,4.72
Trinidad and Tobago_1986,7.6
Tunisia_1986,NA
Turkey_1986,NA
Ukraine_1986,3.99
Uruguay_1986,2.9
United States_1986,8.56
USSR_1986,5.66
Uzbekistan_1986,3.89
Saint Vincent and the Grenadines_1986,9.07
Venezuela_1986,8.86
United States Virgin Islands_1986,NA
Yugoslavia_1986,1.71
South Africa_1986,NA
Albania_1987,1.49
Argentina_1987,5.63
Armenia_1987,1.92
Antigua and Barbuda_1987,NA
Australia_1987,2.1
Austria_1987,1.3
Azerbaijan_1987,2.76
Belgium_1987,1.53
Bulgaria_1987,2.29
Bahrain_1987,1.18
Bahamas_1987,9.58
Bosnia and Herzegovina_1987,0.237
Belarus_1987,4.42
Belize_1987,NA
Bermuda_1987,NA
Brazil_1987,NA
Barbados_1987,9.43
Brunei_1987,NA
Canada_1987,2.11
Switzerland_1987,1.27
Czechoslovakia_1987,1.2
Chile_1987,2.9
Colombia_1987,57.449999999999996
Costa Rica_1987,5.2
Cuba_1987,NA
Cayman Islands_1987,NA
Cyprus_1987,NA
Czechia_1987,1.05
Germany_1987,NA
East Germany_1987,NA
West Germany_1987,1.09
Dominica_1987,NA
Denmark_1987,1.01
Dominican Republic_1987,NA
Ecuador_1987,12.8
Egypt_1987,NA
Spain_1987,1.17
Estonia_1987,5.68
Finland_1987,2.6
France_1987,1.07
United Kingdom_1987,0.944
Georgia_1987,2.57
Guadeloupe_1987,NA
Greece_1987,0.747
Grenada_1987,NA
Guatemala_1987,NA
French Guiana_1987,NA
Guyana_1987,NA
Hong Kong_1987,1.09
Croatia_1987,2.38
Hungary_1987,2.45
Ireland_1987,1.13
Iceland_1987,0.827
Israel_1987,1.46
Italy_1987,1.54
Jamaica_1987,NA
Jordan_1987,NA
Japan_1987,0.759
Kazakhstan_1987,6.89
Kyrgyzstan_1987,4.98
Saint Kitts and Nevis_1987,7.022
South Korea_1987,1.09
Kuwait_1987,0.434
Saint Lucia_1987,3.07
Sri Lanka_1987,NA
Lithuania_1987,3.76
Luxembourg_1987,1.68
Latvia_1987,4.11
Moldova_1987,5.77
Mexico_1987,24.2
North Macedonia_1987,NA
Malta_1987,0.742
Montenegro_1987,NA
Mongolia_1987,NA
Martinique_1987,NA
Mauritius_1987,2.12
Malaysia_1987,NA
Nicaragua_1987,NA
Netherlands_1987,0.886
Norway_1987,1.39
New Zealand_1987,1.96
Oman_1987,NA
Panama_1987,7.52
Peru_1987,NA
Philippines_1987,NA
Poland_1987,1.67
Puerto Rico_1987,14.8
Portugal_1987,1.27
Qatar_1987,NA
Reunion_1987,NA
Romania_1987,NA
Russia_1987,7.52
Serbia and Montenegro_1987,NA
Singapore_1987,1.64
El Salvador_1987,43.7125
Serbia_1987,NA
Sao Tome and Principe_1987,3.9
Suriname_1987,6.836
Slovakia_1987,NA
Slovenia_1987,1.37
Sweden_1987,1.21
Seychelles_1987,8.38
Thailand_1987,NA
Tajikistan_1987,1.96
Turkmenistan_1987,4.46
Trinidad and Tobago_1987,10.1
Tunisia_1987,NA
Turkey_1987,NA
Ukraine_1987,4.44
Uruguay_1987,3.13
United States_1987,8.24
USSR_1987,6.01
Uzbekistan_1987,3.52
Saint Vincent and the Grenadines_1987,NA
Venezuela_1987,8.46
United States Virgin Islands_1987,NA
Yugoslavia_1987,1.74
South Africa_1987,NA
Albania_1988,1.62
Argentina_1988,5.78
Armenia_1988,2.82
Antigua and Barbuda_1988,NA
Australia_1988,1.98
Austria_1988,1.19
Azerbaijan_1988,3.88
Belgium_1988,1.52
Bulgaria_1988,2.46
Bahrain_1988,0.66
Bahamas_1988,9.966666666666667
